#s	hn	av	tn	taivutus
sirrissä			99	
sirtaki			6	
siru			1	
sirunen			38	
sisal			5	
sisali			6	
sisalkuitu				
sisalmatto				
sisar			32	
sisaralus				
sisarekset			39	
sisarellinen			38	
sisarellisesti			99	
sisarentytär				
sisarilmiö				
sisarjärjestö				
sisarkateus				
sisarkunta				
sisarlaiva				
sisarosuus				
sisarosuuslaina				
sisarpuoli				
sisarus			39	
sisarusalennus				
sisaruskateus				
sisaruspari			5	
sisarusparvi			7	
sisarussarja				
sisaruus			40	
sisaryhtiö				
siselöidä			62	
siselöinti		J	5	
sisemmä			99	
sisemmäksi			99	
sisemmälle			99	
sisemmällä			99	
sisemmältä			99	
sisemmäs			99	
sisempi		H	16	
sisempänä			99	
sisempää			99	
sisennys			39	
sisentää		J	54	
sisetä			72	
sisikunta				
sisilisko			1	
sisimmäinen			38	
sisimmäksi			99	
sisimmälle			99	
sisimmällä			99	
sisimmältä			99	
sisimmältään			99	
sisimmäs			99	
sisimpänä			99	
sisimpää			99	
sisin			36	
sisinnä			99	
sisko			1	
siskokset			39	
siskonmakkara				
siskonmakkarakeitto				
siskonpeti				
siskous			40	
sissi			5	
sissihyökkäys				
sissijoukot				
sissijärjestö				
sissikomppania				
sissiliike				
sissimuona				
sissipartio				
sissisota				
sissitoiminta				
sisterssiläinen			38	
sisterssiläismunkki				
sisterssiläissisar				
sisu			1	
-sisuinen			38	
sisukas		A	41	
sisukimppu				
sisukkaasti			99	
sisukkuus			40	
sisunnäyte				
sisunpurkaus				
sisupartio				
sisupartiolainen				
sisupussi				
sisus			39	
sisuskalut				
sisuskumi				
sisuskunta				
sisusta			13	
sisustaa			53	
-sisustainen			38	
sisustaja			10	
sisuste			48	
-sisusteinen			38	
sisustus			39	
sisustusarkkitehti				
sisustusarkkitehtuuri				
sisustuskangas		G	41	
sisustuslehti				
sisustusliike				
sisustusneuvoja				
sisustuspeili				
sisustussuunnittelija				
sisustussuunnittelu				
sisustustaide				
sisustustekstiili				
sisustustoimittaja				
sisustustyö				
sisustusvalaisin				
sisusvaltimo				
sisuuntua		J	52	
sisä-				
sisäarkkitehtuuri				
sisäasiainministeri				
sisäasiainministeriö				
sisäasiat				
sisäelimistö				
sisäelin				
sisäerite				
sisäeritteinen			38	
sisäeritys				
sisäeritysrauhanen				
sisäeteinen				
sisäfilee				
sisähalkaisija				
sisähammaspyörä				
sisäharjoittelu				
sisäheitto				
sisäikkuna				
sisäilmasto				
sisäinen			38	
sisäisesti			99	
sisäistys			39	
sisäistyä			52	
sisäistää			53	
sisäjalka				
sisäjärvi				
sisäkaarre				
sisäkalut				
sisäkalvo				
sisäkansi				
sisäkatto				
sisäkatu				
sisäkautta				
sisäkehräs				
sisäkenkä				
sisäkenttä				
sisäkierre				
sisäkissa				
sisäkkäin			99	
sisäkkäinen			38	
sisäkkö		A	4	
sisäkohtaus				
sisäkorjaus				
sisäkorva				
sisäkumi				
sisäkuva				
sisäkuvaus				
sisäkäyttö				
sisälaita				
sisälaitamoottori				
sisäleikki				
sisälle			99	
sisällisesti			99	
sisällissota				
sisällyksekäs		A	41	
sisällyksellinen			38	
sisällyksetön		C	34	
sisällyksinen			38	
sisällys			39	
sisällysluettelo				
sisällyttää		C	53	
sisällä			99	
sisällökäs		A	41	
sisällöllinen			38	
sisällötön		C	34	
sisälmykset			39	
sisälokasuoja			10	
sisältyä		I	52	
sisältä			99	
sisältäpäin				
sisältää		I	54	
sisältö		I	1	
sisältöinen			38	
sisältörikas				
sisäluku				
sisälukutaito				
sisälähetti				
sisälähetys				
sisälämpötila				
sisäläpimitta				
sisämaa				
sisämaalaus			39	
sisämaali			5	
sisämajoitus				
sisämarkkinat				
sisämeri				
sisäministeri				
sisäministeriö				
sisämitta				
sisämoottori				
sisänurkka				
sisäoppilaitos				
sisäosa				
sisäovi				
sisäpaikallissija				
sisäpaisti				
sisäpelaaja				
sisäpeli				
sisäperämoottori				
sisäpiha				
sisäpiiri				
sisäpiirikauppa				
sisäpinta				
sisäpituus				
sisäpohja				
sisäpoliittinen				
sisäpoliittisesti				
sisäpolitiikka				
sisäpuhelin				
sisäpuoli				
sisäpuolinen				
sisäpuolitse				
sisärata				
sisärataennätys				
sisäratakilpailu				
sisäreitti				
sisärengas				
sisärenkaaton		C	34	
sisäreuna				
sisäruokinta				
sisäruokintakausi				
sisäsaaristo				
sisäsatama				
sisäseinä				
sisäsiisti				
sisäsiitos				
sisäsivu				
sisäsointu				
sisässä			99	
sisästä			99	
sisäsuomalainen				
sisäsynnyttimet				
sisäsyntyinen				
sisätasku				
sisätaudit				
sisätautilääkäri				
sisätautioppi				
sisäterä				
sisätila				
sisättäin			99	
sisättäinen			38	
sisäturkki		A	5	
sisätutkimus				
sisätyksin			99	
sisätysten			99	
sisätyö				
sisätähystys				
sisäurheilu				
sisävaatteet				
sisävalaisin				
sisävalo				
sisävesi				
sisävesialus				
sisävesilaiva				
sisävesiliikenne				
sisävesireitti				
sisävesisatama				
sisävesitie				
sisävesiväylä				
sisävuoro				
sisäväylä				
sisään			99	
sisäänajo				
sisäänajotie				
sisäänhengitys				
sisäänjättö				
sisäänkirjoittaa				
sisäänkirjoitus				
sisäänkäynti				
sisäänkäytävä				
sisäänlämpiävä			10	
sisäänmarssi				
sisäänmeno				
sisäänostaja				
sisäänostohinta				
sisäänotto				
sisäänpäin				
sisäänpääsy				
sisäänpääsymaksu				
sisäänpääsytutkinto				
sisäänrakennettu		C	1	
sisääntulija				
sisääntulo				
sisääntuloaula				
sisääntuloliikenne				
sisääntulotie				
sisääntuloväylä				
sisäänveto		F	1	
sisäänvienti				
sitaatti		C	5	
sitaattilaina				
sitaista			66	
sitaisu			2	
sitar			6	
sitcom			5	
siteerata			73	
siteeraus			39	
-siteinen			38	
siten			99	
sitkaan			99	
sitkaasti			99	
sitkas			41	
sitketä			72	
sitkeys			40	
sitkeyttää		C	53	
sitkeytyä		F	52	
sitkeä			15	
sitkeähenkinen				
sitkeäkuorinen				
sitkeästi			99	
sitkeävetoinen				
sitkistyä			52	
sitkistää			53	
sitko			1	
sitkoaine				
sitkostaa			53	
sitoa		F	52	
sitoja			10	
sitomakone				
sitomaton		C	34	
sitomiskyky				
sitomo			2	
sitoumus			39	
sitoumusbridge				
sitoutua		F	52	
sitoutumaton		C	34	
sitoutumattomuus			40	
sitovasti			99	
sitovuus			40	
sitra			9	
sitronaatti		C	5	
sitrushedelmä				
sitruspuserrin				
sitruspuu				
sitruuna			13	
sitruunahappo				
sitruunajuoma				
sitruunakastike				
sitruunamehu				
sitruunamelissa			9	
sitruunankeltainen				
sitruunankuori			26	
sitruunanpuristin				
sitruunanpuserrin				
sitruunanviipale				
sitruunaperhonen				
sitruunapippuri				
sitruunasooda				
sitruunatee				
sitruunaviipale				
sitruunaöljy				
sitsi			5	
sittemmin			99	
sitten			99	
sittenkin			99	
sittenkään			99	
sittiäinen			38	
sitä			99	
siunaama			10	
siunaamaton		C	34	
siunaantua		J	52	
siunailla			67	
siunailu			2	
siunata			73	
siunauksekas		A	41	
siunauksellinen			38	
siunauksellisuus			40	
siunaus			39	
siunauskappeli				
siunaustilaisuus				
siunautua		F	52	
sivakka		A	14	
sivakoida			62	
sivallella		I	67	
sivallus			39	
sivaltaa		I	54	
sivari			6	
siveellinen			38	
siveellisesti			99	
siveellisyys			40	
siveellisyysrikos				
siveettömyys			40	
siveettömästi			99	
siveetön		C	34	
sivellin		I	33	
sivellinpiirustus				
sivellintekniikka				
sivellä			67	
-sivelteinen			38	
siveltimenveto		F	1	
sively			2	
sivettieläin				
sivettikissa				
siveydensipuli				
siveydenvartija				
siveys			40	
siveyskäsitys				
siveysoppi				
siveyspoliisi				
siveysvyö				
siveä			15	
siveästi			99	
siviili			6	
siviili-				
siviiliammatti				
siviiliasia				
siviiliavioliitto				
siviilielämä				
siviilihallinto				
siviilihallitus				
siviilihenkilö				
siviili-ilmailu				
siviilijuttu				
siviilikanne				
siviilikohde				
siviilioikeudellinen				
siviilioikeudenkäynti				
siviilioikeus				
siviilipalvelus				
siviilipalvelusmies				
siviiliprosessi				
siviilipuku				
siviilipukuinen				
siviilipuolustus				
siviilirekisteri				
siviilirohkeus				
siviilisääty				
siviiliuhri				
siviilivaate				
siviilivastarinta				
siviilivihkiminen			38	
siviiliviranomainen				
siviilivirkamies				
siviiliväestö				
sivilisaatio			3	
sivilisoitua		F	52	
sivistyksellinen			38	
sivistymättömyys			40	
sivistymättömästi			99	
sivistymätön		C	34	
sivistyneesti			99	
sivistyneistö			1	
sivistyneisyys			40	
sivistynyt			47	
sivistys			39	
sivistyskansa				
sivistyskieli				
sivistyslaitos				
sivistysmaa				
sivistyssana				
sivistyssanakirja				
sivistystaso				
sivistysvaliokunta				
sivistysvaltio				
sivistysyhteiskunta				
sivistyä			52	
sivistää			53	
sivu			1	
sivu-				
sivuaallokko				
sivuaine				
sivuaja			10	
sivuajatus				
sivualttari				
sivuamispiste				
sivuammatti				
sivuansio				
sivuapteekki				
sivuasia				
sivuaskel				
sivuaurinko				
sivuelinkeino				
sivuhaara				
sivuhalkio				
sivuhenkilö				
sivuhomma				
sivuhuomautus				
sivuhuone				
sivuhyppy				
sivuikkuna				
sivuilmiö				
-sivuinen			38	
sivuitse			99	
sivuittain			99	
sivuittainen			38	
sivujoki				
sivujuoni				
sivujuonne				
sivukaltevuus				
sivukappale				
sivukatu				
sivukaupalla			99	
sivukautta			99	
sivukirjasto				
sivukkain			99	
sivukonttori				
sivukulu				
sivukuva				
sivulaiva				
sivulaukku				
sivulause				
sivuleikkuri				
sivuliike				
sivulla			99	
sivulle			99	
sivullepäin				
sivulletaivutus				
sivullinen			38	
sivullisuus			40	
sivulta			99	
sivultapäin				
sivuluisu				
sivuluku				
sivumaku				
sivumennen			99	
sivumeri				
sivumerkitys				
sivummaksi			99	
sivummalla			99	
sivummalle			99	
sivummalta			99	
sivummas			99	
sivummassa			99	
sivummasta			99	
sivumpaa			99	
sivumpaan			99	
sivumpana			99	
sivumyymälä				
sivumyötäinen				
sivumäärä				
sivunumero				
sivunumerointi				
sivuontelo				
sivuosa				
sivuotsikko				
sivuovi				
sivupaino				
sivupainollinen				
sivuperillinen				
sivuperintö				
sivupersoona				
sivuperäsin				
sivupinta				
sivupolku				
sivupöytä				
sivuraide				
sivuraja			9	
sivurajaheitto				
sivurakennus				
sivusaatava				
sivusauma				
sivuseikka				
sivuseinä				
sivussa			99	
sivusta	1		13	
sivusta	2		99	
sivustahyökkäys				
sivustakatsoja				
sivustasuoja			10	
sivustatuki				
sivustavarmistus				
sivustavedettävä			10	
sivustovastaava				
sivusuunta				
sivusuuntainen				
sivuta			74	
sivutaivutus				
sivutasku				
sivuteema				
sivuteitse				
sivutie				
sivutoimi				
sivutoiminen				
sivuttaa		C	53	
sivuttain			99	
sivuttainen			38	
sivuttaispito				
sivutulo				
sivutuloverokortti				
sivutuote				
sivutuuli				
sivutyö				
sivuun			99	
sivu-uoma				
sivu-urakoitsija				
sivuuttaa		C	53	
sivuutus			39	
sivuvaaka				
sivuvaikutus				
sivuvaimo				
sivuvakain				
sivuvalo				
sivuvastainen				
sivuvaunu				
sivuvaunullinen			38	
sivuverho				
sivuvirka				
sivuvivahde				
sivuääni				
SI-yksikkö				
skaala			9	
skalpeerata			73	
skalpeeraus			39	
skalpelli			5	
skandaali			6	
skandaalijuttu				
skandaalilehti				
skandaalimainen			38	
skandaalinkäry				
skandaalinkäryinen				
skandalisoida			62	
skandaloida			62	
skandeerata			73	
skandeeraus			39	
skandinaavi			5	
skandinaavinen			38	
skandinaaviska			13	
skandinavialainen			38	
skandinavismi			5	
skannata			73	
skannaus			39	
skanneri			6	
skanssi			5	
skarpata		B	73	
skarppi		B	5	
skeema			9	
skeet			5	
skeet-ammunta		J	9	
skeida			9	
skeitata		C	73	
skeittaaja			10	
skeittaus			39	
skeitti		C	5	
skeittiramppi				
skemaattinen			38	
skematisoida			62	
skematisointi		J	5	
skenaario			3	
skenaristi			5	
skepsis			39	
skeptikko		A	4	
skeptinen			38	
skeptisesti			99	
skeptisismi			5	
skeptisyys			40	
sketsi			5	
skientismi			5	
skientologi			5	
skientologia			12	
skimba			9	
skimbata			73	
skimbaus			39	
skinhead			5	
skini			5	
skisma			9	
skitsi			5	
skitso			1	
skitsofreeni			5	
skitsofreenikko		A	4	
skitsofreeninen			38	
skitsofreenisesti			99	
skitsofrenia			12	
skleroosi			5	
skolastiikka		A	9	
skolastikko		A	4	
skolastinen			38	
skolioosi			5	
skonssi			5	
skool			99	
skoolata			73	
skoolaus			39	
skootteri			6	
skorpioni			5	
skotlanninpaimenkoira				
skotlanninterrieri				
skotlantilainen			38	
skotooma			10	
skotti		C	5	
skottihame				
skottilainen			38	
skottiruudullinen				
skottiruutuinen				
skribentti		C	5	
skripta			9	
skruuvi			5	
skulata			73	
skunkki		A	5	
skuuppi		B	5	
slaageri			6	
slaavi			5	
slaavilainen			38	
slaavilaisuus			40	
slalom			5	
slammata			73	
slammaus			39	
slangi			5	
slapstick			5	
slapstickelokuva				
slapstickkomedia				
slavisti			5	
slavistiikka		A	9	
sliipata		B	73	
sliippari			6	
sliippaus			39	
slipoveri			5	
slivovits			5	
slobo			1	
slogaani			6	
slovakialainen			38	
slovakin kieli				
slovakki		A	5	
sloveeni			6	
sloveenin kieli				
slovenialainen			38	
slummi			5	
slummialue				
slummiutua		F	52	
small talk			5	
smaragdi			5	
smaragdinvihreä				
smaragdisormus				
smetana			13	
sminkata		A	73	
sminkki		A	5	
smirgeli			6	
smirgelikangas		G	41	
smirgelipaperi				
smirgelöidä			62	
smirgelöinti		J	5	
smog			5	
smoking			5	
smokki		A	5	
smokkipaita				
smokkipukuinen				
snacks			5	
snadi			5	
snapsi			5	
snapsilasi				
snautseri			6	
snobbailla			67	
snobbailu			2	
snobi			5	
snobismi			5	
snobistinen			38	
snobistisesti			99	
snobistisuus			40	
snooker			6	
snorkkeli			6	
so			99	
sodanaikainen				
sodanjohto				
sodanjulistus				
sodanjumala				
sodanjumalatar				
sodanjälkeinen				
sodankäynti				
sodanlietsoja				
sodanuhka				
sodanvaara			9	
sodanvastainen				
sodomia			12	
soeta		D	72	
sofista			13	
sofisti			5	
sofistiikka		A	9	
sofistikoitunut			47	
sofistinen			38	
softa			10	
soft ice			8	
software			8	
sohaista			66	
sohia			61	
sohjo			1	
sohjoinen			38	
sohjokeli				
sohjoliirto				
sohjolumi				
sohjoontua		J	52	
sohjoutua		F	52	
sohlata			73	
sohva			10	
sohvakalusto				
sohvannurkka				
sohvanurkka				
sohvanurkkaus				
sohvapöytä				
sohvaryhmä				
sohvatyyny				
sohvautua		F	52	
soida			62	
soidensuojelu				
soidensuojelualue				
soidin		F	33	
soidinlento		J	1	
soidinmenot				
soidinpaikka				
soidinpuku				
soidinääni				
soihdunkantaja				
soihtu		F	1	
soihtukulkue				
soihtukynttilä				
soihtuköynnös				
soija			10	
soijajauho				
soijajuusto				
soijakakku				
soijakastike				
soijamaito				
soijapapu				
soijaöljy				
soikea			15	
soikeakasvoinen				
soikeus			40	
soikio			3	
soikko		A	1	
soilikki		A	5	
soimata			73	
soimaus			39	
soinen			38	
soinnahdus			39	
soinnahtaa		F	53	
soinnikas		A	41	
soinnikkaasti			99	
soinnikkuus			40	
soinnillinen			38	
soinnillisesti			99	
soinnillisuus			40	
soinniton		C	34	
soinnittomasti			99	
soinnittomuus			40	
soinnukas		A	41	
soinnukkaasti			99	
soinnukkuus			40	
soinnullinen			38	
soinnullisesti			99	
soinnullisuus			40	
soinnutella		C	67	
soinnuton		C	34	
soinnuttaa		C	53	
soinnutus			39	
sointi		J	5	
sointinen			38	
sointiväri				
sointu		J	1	
sointua		J	52	
sointuanalyysi				
sointuinen			38	
sointuisa			10	
sointukulku				
sointumerkintä				
sointumerkki				
sointuoppi				
sointurakenne				
soiro			1	
soistaa			53	
soistua			52	
soistuma			10	
soisuus			40	
soitannollinen			38	
soitanta		J	9	
soitanto		J	1	
soitella		C	67	
soitin		C	33	
soitinmusiikki				
soitinnus			39	
soitinsoolo				
soitinsävellys				
soitintaa		J	54	
soitinyhtye				
soitinääni				
soitonopettaja				
soittaa		C	53	
soittaja			10	
soittajisto			1	
soittelu			2	
soittimellinen			38	
soittimisto			1	
soitto		C	1	
soittoharrastus				
soittokello				
soittokone				
soittokunta				
soittolava				
soittoläksy				
soittonappi				
soittonappula				
soittoniekka				
soitto-opinnot				
soitto-oppilas				
soittopeli				
soittopyyntö				
soittorasia				
soittoruokala				
soittotaito				
soittotekniikka				
soittotunti				
sojolla			99	
sojollaan			99	
sojolle			99	
sojolleen			99	
sojoon			99	
sojossa			99	
sojottaa		C	53	
sokaista			66	
sokaistua			52	
sokea			15	
sokeainaakkoset				
sokeainkirjoitus				
sokeainkoulu				
sokeapainatus			50	
sokeasti			99	
sokeentua		J	52	
sokeerata			73	
šokeerata			73	
sokellus			39	
sokeltaa		I	54	
sokeri			6	
sokeriaineenvaihdunta				
sokeriastia				
sokeriherne				
sokerihumala				
sokerijuurikas				
sokerikakku				
sokerikasvi				
sokerikko		A	4	
sokerikorppu				
sokerikuorrute				
sokerikuorrutus				
sokerileipomo				
sokerileipuri				
sokeriliemi				
sokerilusikka				
sokerimaissi				
sokerinen			38	
sokerinpala				
sokerinpalanen				
sokerinsirotin				
sokerintuotanto				
sokerintuottaja				
sokeripala				
sokeripalanen				
sokeripihdit				
sokeripitoinen				
sokeripitoisuus				
sokeriruoko				
sokeriruokoviljelmä				
sokerisirotin				
sokeristua			52	
sokerisuolata				
sokerisuolaus				
sokeritasapaino				
sokeritauti				
sokeritautinen				
sokeritautipotilas				
sokeritehdas				
sokeriteollisuus				
sokeriton		C	34	
sokeritoppa				
sokeritoukka				
sokerivaahtera				
sokerivesi				
sokerivesikuorrute				
sokerivesikuorrutus				
sokeroida			62	
sokerointi		J	5	
sokeroittaa		C	53	
sokeroitua		F	52	
sokeus			40	
sokeuttaa		C	53	
sokeutua		F	52	
sokka		A	10	
sokkanaula				
sokkapultti		C	5	
sokkeli			6	
sokkelisänky				
sokkelo			2	
sokkeloinen			38	
sokkeloisuus			40	
sokki		A	5	
šokki		A	5	
sokkiaalto				
sokkihoito				
sokkitila				
sokko		A	1	
sokko-				
sokkokoe				
sokkoleikki				
sokkolento		J	1	
sokkopeli				
sokkosilla			99	
sokkosille			99	
sokkosyöttö				
sokkotesti				
sokkotreffit				
sokkotutkimus				
sokkovaihto				
sola			10	
solaarinen			38	
solaario			3	
solahdus			39	
solahtaa		F	53	
solakka		A	14	
solakkarakenteinen				
solakkarunkoinen				
solakkavartaloinen				
solakkuus			40	
solakoittaa		C	53	
solakoitua		F	52	
solaniini			5	
solariumi			5	
solauttaa		C	53	
solenoidi			5	
solidaarinen			38	
solidaarisesti			99	
solidaarisuus			40	
solidariteetti		C	5	
solidi			5	
solidius			40	
solina			12	
solisluu				
solisluuhengitys				
solista			66	
solisti			5	
solistikonsertti				
solistinen			38	
soljahtaa		F	53	
soljua			52	
soljuttaa		C	53	
solkata		A	73	
solkenaan			99	
solki		L	7	
solkikenkä				
-solkinen			38	
solkivyö				
solkkaus			39	
solkottaa		C	53	
solkotus			39	
solmeilla			67	
solmeilu			2	
solmeilutyö				
solmia			61	
solminta		J	9	
solmio			3	
solmioneula				
solmiopakko				
solmita			75	
solmiutua		F	52	
solmu			1	
solmuinen			38	
solmuke		A	48	
solmukki		A	5	
solmukohta		F	10	
solmupisto				
solmuväli				
solttu		C	1	
solttupoika				
solu			1	
solua			52	
soluasunto				
solubetoni				
solubiologia				
soluelin				
soluhengitys				
-soluinen			38	
solukalvo				
solukarva				
solukelmu				
solukko		A	4	
solukumi				
solulima				
solumuovi				
solumyrkky				
soluneste				
solunesteontelo				
solunjakautuminen			38	
solunsalpaaja				
solunsalpaajahoito				
solunsisäinen				
solunulkoinen				
soluoppi				
soluseinä				
soluseinämä				
solusitkos			39	
soluttaa		C	53	
soluttautua		F	52	
solutuho				
solutuotanto				
solutus			39	
solutustyö				
solutyö				
soluutio			3	
soluväli				
soluväliaine				
soluvälitteinen				
solvata			73	
